timestamps,TP9,AF7,AF8,TP10,Marker0
141.577,-23.926,-159.180,-92.773,0.488,0
141.581,-24.414,-167.480,-104.980,-9.277,0
141.585,-16.113,-154.297,-111.328,-9.766,0
141.588,-23.438,-155.273,-97.168,-8.789,0
141.592,-36.621,-176.758,-88.379,-14.648,0
141.596,-30.762,-170.410,-89.844,-18.555,NaN
141.600,-31.250,-154.785,-82.520,-22.949,0
141.604,-25.879,-156.250,-74.219,-20.508,0
141.608,-19.531,-162.598,-71.289,-27.344,0
141.621,-15.137,-181.152,-70.801,-25.391,0
141.625,-17.578,-180.664,-81.543,-21.973,NaN
141.629,-27.832,-164.062,-92.773,-20.020,0
141.633,-28.809,-173.828,-80.566,-14.160,0
141.637,-32.227,-188.477,-77.637,-32.227,0
141.641,-42.969,-174.805,-94.238,-39.551,0
141.644,-39.062,-157.227,-89.844,-37.598,NaN
141.648,-38.086,-177.734,-96.191,-34.180,0
141.652,-41.992,-181.641,-104.980,-25.879,0
141.656,-31.738,-175.781,-87.891,-27.344,0
141.660,-30.762,-181.152,-74.219,-31.250,0
141.664,-40.527,-170.898,-68.359,-32.227,0
141.659,-50.293,-170.898,-73.730,-37.598,NaN
141.663,-46.875,-174.316,-86.426,-37.109,NaN
141.667,-41.504,-170.898,-93.750,-35.645,NaN
141.671,-41.992,-169.434,-84.473,-33.203,0
141.675,-27.832,-168.457,-64.941,-35.156,NaN
141.679,-9.766,-166.016,-71.289,-32.715,0
141.682,-16.113,-159.180,-75.195,-31.738,0
141.686,-32.715,-166.992,-72.754,-40.039,0
141.690,-41.504,-159.180,-67.383,-39.062,0
141.694,-42.969,-141.113,-55.176,-31.250,NaN
141.698,-34.180,-159.180,-72.266,-21.484,NaN
141.702,-24.902,-175.781,-77.148,-16.113,0
141.697,-11.230,-183.105,-58.105,-7.812,0
141.701,-10.254,-170.410,-63.965,-13.672,NaN
141.705,-19.531,-151.367,-67.383,-22.949,NaN
141.709,-27.832,-142.090,-56.641,-26.367,0
141.713,-23.926,-145.996,-37.109,-20.996,0
141.717,-5.371,-152.832,-38.086,-5.371,0
141.720,8.789,-155.762,-52.246,4.883,0
141.724,12.207,-154.785,-54.199,9.277,0
141.728,5.859,-142.578,-56.152,1.953,0
141.732,6.348,-136.719,-54.688,-5.859,NaN
141.736,11.719,-133.301,-57.129,-2.930,0
141.740,14.648,-132.812,-50.781,10.254,0
141.752,12.695,-136.230,-50.781,8.301,0
141.756,10.742,-159.180,-59.570,6.836,0
141.760,14.160,-171.387,-41.016,17.090,0
141.764,16.113,-148.926,-22.461,11.230,0
141.768,8.789,-143.066,-23.926,1.953,0
141.772,0.488,-141.602,-29.297,-0.488,0
141.775,-5.859,-142.090,-25.879,-8.301,NaN
141.779,-9.766,-164.062,-26.855,-11.719,0
141.783,-5.371,-164.551,-33.203,-1.953,0
141.787,-6.348,-162.598,-20.996,-2.930,0
141.791,-14.648,-158.203,-24.414,-3.418,NaN
141.795,-13.672,-147.949,-48.828,-8.301,NaN
141.789,-17.578,-147.949,-54.199,-12.695,NaN
141.793,-15.137,-150.391,-41.992,-3.418,0
141.797,-4.883,-162.598,-28.320,0.977,0
141.801,-16.113,-175.293,-20.508,-11.230,0
141.805,-21.973,-168.945,-26.855,-12.207,NaN
141.809,-25.879,-178.223,-33.691,-12.207,0
141.812,-24.902,-193.359,-38.574,-19.531,0
141.816,-13.184,-178.223,-39.551,-6.836,0
141.820,-19.531,-173.340,-39.551,6.348,0
141.824,-25.879,-173.828,-28.320,-3.906,NaN
141.828,-16.602,-176.270,-15.625,-2.930,0
141.832,-25.879,-177.734,-30.762,-1.465,0
141.845,-33.691,-175.293,-30.273,0.977,0
141.849,-24.902,-178.711,-6.836,10.742,0
141.853,-24.414,-166.504,-5.859,2.930,NaN
141.857,-38.574,-164.551,-20.508,-10.742,0
141.861,-38.574,-179.688,-16.602,-9.766,0
141.865,-31.738,-174.805,-14.160,-10.254,0
141.868,-33.203,-169.434,2.930,-14.160,0
141.872,-31.738,-176.270,14.648,-18.555,NaN
141.876,-31.250,-179.199,-1.465,-23.438,0
141.880,-32.715,-178.223,-22.461,-13.184,0
141.884,-38.086,-190.918,-28.809,-3.418,0
141.888,-50.781,-199.219,-23.438,-17.578,0
141.884,-56.641,-195.801,-25.879,-29.785,NaN
141.888,-50.293,-189.941,-28.320,-28.809,NaN
141.892,-43.945,-183.594,-14.160,-27.832,NaN
141.896,-47.363,-188.965,0.000,-27.832,0
141.900,-42.969,-200.684,3.906,-28.809,0
141.904,-42.480,-192.871,0.977,-30.762,NaN
141.907,-54.199,-196.289,-4.883,-20.020,0
141.911,-50.293,-200.684,-14.648,-5.371,0
141.915,-41.504,-182.617,-11.230,-5.859,0
141.919,-51.758,-170.410,-19.043,-3.418,0
141.923,-60.547,-168.457,-33.203,-3.418,0
141.927,-43.945,-179.199,-25.391,0.488,0
141.940,-40.527,-200.195,-17.090,9.277,0
141.944,-43.945,-203.125,-0.488,7.812,0
141.948,-28.809,-193.848,10.254,8.789,0
141.952,-26.855,-190.430,0.488,13.672,0
141.956,-32.227,-178.223,-1.465,11.719,0
141.960,-34.668,-178.223,-5.371,9.277,NaN
141.963,-44.922,-193.848,-2.930,5.859,0
141.967,-50.293,-196.289,-2.930,-3.906,0
141.971,-45.410,-181.641,-9.277,-9.766,0
141.975,-40.039,-184.082,-4.395,1.465,NaN
141.979,-34.668,-203.613,-4.395,11.719,NaN
141.983,-28.809,-208.008,-4.883,-1.953,NaN
141.977,-28.809,-203.613,-13.184,-9.766,0
141.981,-34.668,-206.055,-15.625,-7.324,0
141.985,-40.527,-204.590,-17.090,-6.836,0
141.989,-41.992,-208.984,-22.461,-5.371,NaN
141.993,-41.504,-218.750,-16.113,-2.930,0
141.997,-50.781,-211.426,-6.348,-7.324,0
142.000,-50.293,-209.961,10.254,-9.766,0
142.004,-50.781,-208.984,4.395,-1.465,0
142.008,-63.477,-200.195,-8.301,1.465,0
142.012,-63.477,-193.848,2.930,-5.859,0
142.016,-62.988,-203.613,6.348,-9.766,0
142.020,-65.918,-215.332,2.441,-6.348,0
142.033,-59.570,-204.102,12.207,2.441,0
142.037,-51.758,-199.219,14.648,-2.441,0
142.041,-44.434,-204.102,0.977,0.977,0
142.045,-41.016,-202.637,-13.184,1.953,NaN
142.049,-39.062,-217.285,-9.766,0.000,0
142.053,-40.039,-223.145,13.184,14.648,0
142.056,-43.945,-204.590,26.855,20.020,0
142.060,-35.156,-196.777,18.555,16.602,NaN
142.064,-26.367,-208.984,7.812,8.789,0
142.068,-32.227,-212.891,3.418,8.301,0
142.072,-41.504,-202.148,1.953,11.719,0
142.076,-46.875,-200.684,-15.625,7.324,NaN
142.071,-46.387,-196.777,-22.461,4.883,NaN
142.075,-41.504,-190.918,2.930,6.836,NaN
142.079,-37.598,-195.801,14.160,8.301,0
142.083,-37.598,-204.102,0.977,9.277,0
142.087,-42.969,-209.473,-4.883,6.348,NaN
142.091,-44.922,-213.379,-8.301,1.953,0
142.094,-43.457,-203.613,-6.348,0.977,0
142.098,-46.875,-202.637,-7.812,-1.465,0
142.102,-49.805,-216.309,-14.160,-7.324,NaN
142.106,-48.828,-220.703,0.488,-1.465,0
142.110,-41.504,-215.332,7.812,8.789,0
142.114,-48.340,-212.402,-19.531,-4.883,0
142.127,-56.152,-196.289,-30.273,-4.883,0
142.131,-41.992,-190.430,-23.438,3.906,NaN
142.135,-36.621,-192.871,-29.785,-5.859,0
142.139,-41.504,-192.871,-13.672,-12.695,0
142.143,-39.551,-199.707,11.230,-10.742,0
142.147,-40.039,-206.055,15.625,-2.930,0
142.150,-47.852,-208.984,9.277,-10.742,NaN
142.154,-49.805,-202.637,-0.977,-20.996,0
142.158,-52.246,-219.238,-3.418,-19.043,0
142.162,-53.223,-233.398,11.719,-8.301,0
142.166,-48.828,-224.121,6.836,7.812,0
142.170,-52.246,-221.680,-7.324,5.371,NaN
142.165,-52.734,-214.355,-6.836,-2.441,NaN
142.169,-37.109,-191.895,-4.883,3.418,NaN
142.173,-18.066,-208.984,5.371,17.578,0
142.177,-26.855,-215.332,20.996,18.066,0
142.181,-42.480,-193.848,16.602,4.395,0
142.185,-34.668,-201.172,8.789,1.465,0
142.188,-40.039,-200.195,14.160,-6.348,NaN
142.192,-46.875,-196.777,12.207,-2.441,0
142.196,-40.527,-205.078,10.254,12.207,0
142.200,-31.250,-208.496,16.602,11.230,0
142.204,-25.879,-209.961,19.043,-0.488,0
142.208,-16.602,-217.773,21.973,2.930,0
142.220,-14.648,-205.078,0.977,6.836,0
142.224,-20.020,-198.242,-12.695,8.301,0
142.228,-27.832,-201.172,5.371,12.207,NaN
142.232,-32.715,-194.336,12.207,6.836,0
142.236,-22.949,-197.754,15.137,4.395,0
142.240,-24.414,-208.984,21.484,9.277,0
142.243,-41.016,-229.980,24.414,9.277,NaN
142.247,-41.504,-228.516,17.578,14.160,0
142.251,-24.414,-196.289,13.672,28.809,0
142.255,-23.926,-187.988,20.996,40.039,0
142.259,-57.617,-188.965,26.367,29.297,NaN
142.263,-69.336,-196.289,26.855,2.930,NaN
142.258,-49.805,-204.590,12.207,0.488,NaN
142.262,-40.527,-208.984,7.324,0.000,0
142.266,-36.133,-220.703,19.531,-0.977,0
142.270,-39.062,-218.750,12.695,-2.930,0
142.274,-59.082,-206.055,14.648,-11.230,NaN
142.278,-58.594,-200.684,37.109,-12.695,0
142.281,-52.734,-202.637,45.410,-14.160,NaN
142.285,-53.223,-209.961,38.574,-6.836,0
142.289,-42.480,-205.078,39.551,13.184,0
142.293,-42.480,-215.820,32.227,11.230,0
142.297,-55.664,-229.004,24.414,-6.836,NaN
142.301,-59.082,-214.844,25.391,-16.113,0
142.314,-52.246,-207.031,29.785,-9.766,0
142.318,-50.781,-199.707,33.203,-8.789,0
142.322,-54.688,-197.266,30.273,-17.090,NaN
142.326,-62.500,-198.730,37.598,-24.414,0
142.330,-59.082,-202.148,28.320,-16.113,0
142.334,-41.992,-213.867,12.695,-13.184,0
142.337,-44.922,-198.730,15.137,-25.879,NaN
142.341,-52.246,-182.129,28.809,-26.855,0
142.345,-40.039,-189.941,39.551,-16.113,0
142.349,-40.527,-195.312,38.574,-18.555,0
142.353,-54.199,-196.289,23.926,-20.020,0
142.357,-58.105,-199.707,29.297,-18.555,NaN
142.353,-56.641,-205.078,41.992,-16.602,NaN
142.357,-61.035,-203.125,25.391,-21.973,NaN
142.361,-61.523,-195.312,21.973,-23.438,0
142.365,-52.734,-197.754,27.344,-17.578,0
142.369,-46.387,-189.453,28.809,-24.414,0
142.373,-45.410,-193.848,20.996,-30.273,0
142.376,-39.551,-195.312,15.137,-20.508,NaN
142.380,-34.180,-174.805,32.227,-12.207,0
142.384,-41.504,-171.387,48.828,-16.113,0
142.388,-47.852,-174.316,47.852,-24.902,0
142.392,-49.805,-195.801,39.551,-21.484,0
142.396,-50.293,-199.219,40.039,-22.949,0
142.409,-45.410,-181.152,39.551,-34.668,0
142.413,-41.016,-183.105,14.648,-26.367,0
142.417,-39.551,-196.289,18.066,-19.043,0
142.421,-45.898,-207.031,40.039,-25.391,NaN
142.425,-46.875,-194.824,38.086,-27.832,0
142.429,-33.203,-187.500,45.898,-15.625,NaN
142.432,-30.273,-196.289,48.828,-16.602,0
142.436,-28.809,-198.730,43.945,-18.066,0
142.440,-15.625,-187.988,51.270,-13.184,0
142.444,-20.996,-187.988,45.410,-11.230,NaN
142.448,-36.133,-194.824,41.992,-9.766,NaN
142.452,-38.086,-197.266,41.016,-16.602,0
142.446,-32.227,-197.266,28.809,-20.020,0
142.450,-21.973,-195.801,39.062,-11.719,NaN
142.454,-12.207,-197.754,69.336,-6.836,NaN
142.458,-12.695,-198.242,70.801,-10.742,0
142.462,-16.113,-211.426,59.570,-11.719,0
142.466,-14.648,-216.309,68.359,-5.371,0
142.469,-13.184,-207.520,68.848,-8.301,NaN
142.473,-16.602,-201.660,52.734,-0.488,0
142.477,-21.973,-205.078,49.805,4.883,0
142.481,-25.391,-213.867,43.457,-9.766,0
142.485,-28.320,-219.238,38.086,-6.836,0
142.489,-25.391,-228.027,52.246,-10.742,0
142.502,-24.414,-230.957,64.941,-15.625,0
142.506,-29.785,-227.539,62.988,-19.531,0
142.510,-33.691,-224.609,51.758,-24.902,0
142.514,-36.133,-218.750,51.758,-21.484,0
142.518,-44.434,-230.957,66.406,-22.461,0
142.522,-45.898,-248.047,71.777,-19.043,NaN
142.525,-45.898,-240.234,56.152,-23.926,0
142.529,-48.340,-238.281,54.199,-24.414,0
142.533,-41.504,-233.887,66.406,-18.555,0
142.537,-40.039,-241.211,61.523,-26.367,0
142.541,-43.945,-249.023,45.410,-26.855,NaN
142.545,-47.852,-230.469,48.828,-32.715,NaN
142.539,-46.875,-219.727,62.500,-36.621,NaN
142.543,-42.480,-231.934,72.266,-31.250,0
142.547,-41.992,-251.953,67.871,-40.039,0
142.551,-50.293,-245.605,61.035,-47.852,0
142.555,-45.410,-242.188,62.988,-43.457,NaN
142.559,-36.133,-243.164,62.012,-41.016,0
142.562,-39.062,-242.188,63.965,-38.574,0
142.566,-31.250,-242.676,61.035,-31.738,0
142.570,-20.020,-234.375,60.547,-27.832,0
142.574,-24.414,-229.004,64.941,-19.531,NaN
142.578,-36.133,-232.422,53.711,-24.902,0
142.582,-34.668,-241.699,54.199,-34.180,0
142.596,-32.715,-250.000,75.684,-25.391,0
142.600,-33.691,-240.723,60.547,-22.461,0
142.604,-37.598,-245.117,34.668,-29.297,0
142.608,-51.270,-260.254,39.551,-36.621,0
142.612,-53.711,-248.047,52.246,-32.715,NaN
142.616,-47.852,-239.746,65.430,-30.273,0
142.619,-46.387,-230.469,63.965,-36.133,NaN
142.623,-54.688,-219.238,55.664,-35.645,0
142.627,-55.176,-228.027,60.059,-35.645,0
142.631,-47.363,-242.676,64.941,-28.320,0
142.635,-52.734,-250.488,69.824,-15.625,0
142.639,-56.641,-244.629,76.172,-17.090,0
142.652,-63.477,-237.305,57.617,-31.250,0
142.656,-57.129,-257.812,47.363,-22.949,0
142.660,-30.273,-268.066,52.246,-3.418,0
142.664,-42.969,-235.352,49.316,-20.996,0
142.668,-76.172,-236.328,60.547,-55.664,0
142.672,-67.871,-247.559,71.289,-61.035,NaN
142.675,-53.711,-230.957,58.594,-53.711,0
142.679,-68.848,-234.863,44.922,-65.918,0
142.683,-83.496,-225.098,31.738,-82.520,0
142.687,-84.961,-214.844,12.695,-101.074,NaN
142.691,-88.379,-226.562,5.371,-105.469,NaN
142.695,-98.145,-232.422,17.578,-105.957,NaN
142.689,-101.562,-233.887,17.578,-120.117,0
142.693,-106.445,-224.609,1.953,-125.488,0
142.697,-100.586,-217.773,-4.395,-125.488,0
142.701,-101.074,-225.098,-3.906,-123.047,NaN
142.705,-117.676,-219.238,-3.906,-128.418,0
142.709,-121.582,-215.820,-0.977,-130.371,0
142.712,-112.305,-207.031,12.207,-123.047,0
142.716,-97.656,-207.031,22.461,-113.281,0
142.720,-85.449,-229.004,9.277,-105.957,NaN
142.724,-82.520,-207.520,0.977,-102.051,0
142.728,-79.590,-190.918,4.883,-81.543,0
142.732,-71.289,-214.844,6.836,-71.777,0
142.727,-68.848,-211.914,13.672,-83.008,NaN
142.731,-62.012,-198.730,20.996,-73.242,NaN
142.735,-58.105,-206.055,11.719,-66.406,NaN
142.739,-57.129,-211.914,11.719,-71.289,0
142.743,-52.734,-226.562,26.855,-65.918,0
142.747,-58.105,-235.840,36.133,-62.988,0
142.750,-59.570,-221.680,31.738,-70.312,NaN
142.754,-49.805,-231.445,28.809,-61.035,0
142.758,-50.781,-235.352,37.598,-54.199,0
142.762,-55.176,-215.820,43.457,-54.688,0
142.766,-52.734,-195.801,42.480,-49.805,0
142.770,-57.617,-204.102,38.574,-53.223,0
142.783,-62.500,-220.703,25.879,-41.504,0
142.787,-51.758,-202.637,8.789,-34.180,0
142.791,-49.805,-202.637,21.484,-50.293,0
142.795,-56.641,-218.750,30.273,-56.641,0
142.799,-43.457,-208.984,27.344,-41.504,NaN
142.803,-45.410,-204.590,29.297,-35.156,0
142.806,-57.617,-212.891,32.227,-49.805,NaN
142.810,-60.547,-221.191,30.762,-61.035,0
142.814,-59.082,-222.168,32.715,-61.523,0
142.818,-54.199,-210.938,39.062,-52.246,NaN
142.822,-51.270,-212.891,40.039,-36.621,NaN
142.826,-56.152,-208.496,39.062,-48.340,NaN
142.822,-62.012,-197.266,25.391,-62.500,0
142.826,-58.594,-207.031,22.949,-60.547,0
142.830,-60.059,-203.613,25.879,-57.129,0
142.834,-62.012,-199.219,30.762,-54.199,0
142.838,-61.523,-200.195,38.086,-68.848,NaN
142.842,-66.895,-192.383,28.320,-59.570,0
142.845,-70.312,-188.965,27.344,-49.316,0
142.849,-78.125,-189.453,27.344,-51.758,0
142.853,-83.496,-195.312,23.926,-48.828,0
142.857,-69.336,-199.707,33.203,-53.711,NaN
142.861,-54.199,-218.262,38.574,-52.246,0
142.865,-54.688,-213.379,32.715,-54.688,0
142.877,-52.246,-195.312,32.715,-54.688,0
142.881,-60.547,-207.031,23.438,-47.852,0
142.885,-67.383,-221.191,3.418,-44.434,0
142.889,-58.594,-203.125,16.602,-48.828,0
142.893,-56.641,-169.922,44.434,-60.547,0
142.897,-52.734,-171.387,49.805,-60.059,NaN
142.900,-47.852,-174.316,38.086,-56.152,0
142.904,-56.152,-174.805,27.832,-55.176,0
142.908,-65.918,-183.594,25.879,-59.570,0
142.912,-64.453,-208.008,28.320,-55.176,0
142.916,-57.617,-196.289,35.645,-47.852,0
142.920,-60.547,-178.711,38.086,-49.805,0
142.933,-67.871,-187.012,38.574,-56.641,0
142.937,-62.988,-185.059,34.668,-59.570,0
142.941,-62.988,-181.152,23.438,-61.035,0
142.945,-66.895,-194.336,34.180,-62.988,NaN
142.949,-60.547,-190.430,29.785,-51.758,0
142.953,-61.523,-164.062,21.973,-51.270,0
142.956,-69.336,-162.109,31.738,-59.082,0
142.960,-65.430,-167.969,26.855,-60.547,0
142.964,-58.105,-193.359,21.484,-59.082,0
142.968,-56.641,-191.895,26.855,-57.129,NaN
142.972,-58.594,-160.645,36.621,-57.617,0
142.976,-62.012,-166.992,30.273,-61.523,0
142.970,-72.754,-174.805,26.367,-55.176,NaN
142.974,-81.055,-157.715,18.555,-53.223,NaN
142.978,-78.613,-161.133,9.766,-60.547,NaN
142.982,-73.242,-176.758,12.207,-60.059,0
142.986,-73.730,-166.504,10.742,-60.547,0
142.990,-77.637,-165.527,25.879,-67.871,0
142.993,-76.660,-156.250,29.297,-77.148,NaN
142.997,-76.172,-151.855,18.555,-81.543,0
143.001,-76.172,-163.574,20.996,-78.613,0
143.005,-74.219,-159.668,13.184,-65.918,NaN
143.009,-72.266,-157.715,6.836,-62.500,0
143.013,-68.359,-153.320,22.461,-71.777,0
143.028,-65.430,-150.391,28.320,-71.289,0
143.032,-68.359,-154.785,30.273,-67.383,0
143.036,-78.613,-164.551,31.738,-78.613,NaN
143.040,-84.961,-162.109,20.508,-91.309,0
143.044,-76.172,-147.461,29.785,-77.148,0
143.048,-52.246,-151.367,43.945,-52.246,0
143.051,-72.754,-162.109,30.273,-74.219,0
143.055,-91.309,-145.996,26.855,-88.379,NaN
143.059,-83.496,-115.723,20.996,-81.055,0
143.063,-84.961,-112.793,7.324,-87.402,0
143.067,-74.219,-121.094,11.719,-83.008,0
143.071,-72.754,-121.582,5.859,-82.031,0
143.065,-73.242,-139.648,-2.441,-78.125,NaN
143.069,-69.824,-150.879,4.883,-83.496,NaN
143.073,-71.289,-133.301,3.418,-96.191,NaN
143.077,-77.637,-111.816,-6.348,-113.770,0
143.081,-80.078,-113.281,-7.812,-114.258,0
143.085,-84.473,-107.910,-8.789,-109.863,0
143.088,-87.891,-112.305,-11.719,-119.629,0
143.092,-83.008,-121.094,-17.578,-118.652,NaN
143.096,-81.055,-110.352,-23.438,-112.305,0
143.100,-86.426,-104.980,-11.719,-118.652,0
143.104,-85.449,-97.168,-13.184,-110.840,0
143.108,-79.590,-96.191,-19.043,-104.980,0
143.120,-73.730,-109.375,-12.207,-116.211,0
143.124,-61.035,-105.469,-5.371,-107.910,0
143.128,-70.312,-103.516,5.859,-102.051,0
143.132,-76.660,-113.770,17.578,-99.121,0
143.136,-71.289,-101.074,13.184,-106.445,NaN
143.140,-71.777,-96.191,12.207,-104.980,0
143.143,-66.406,-95.215,29.785,-95.703,0
143.147,-56.152,-88.867,26.855,-87.891,0
143.151,-60.547,-90.820,1.465,-86.426,0
143.155,-54.688,-98.633,8.789,-80.566,NaN
143.159,-45.410,-100.586,23.926,-67.871,NaN
143.163,-49.316,-97.656,20.020,-71.289,NaN
143.158,-50.293,-106.445,17.578,-68.848,0
143.162,-34.668,-112.305,18.555,-62.988,0
143.166,-37.109,-105.469,15.137,-69.336,0
143.170,-53.223,-91.309,23.926,-75.195,0
143.174,-45.898,-83.984,27.832,-76.172,NaN
143.178,-44.922,-83.984,16.602,-73.242,0
143.181,-46.387,-84.961,17.090,-74.707,0
143.185,-44.434,-96.680,21.484,-80.078,NaN
143.189,-46.875,-107.910,17.578,-82.031,0
143.193,-43.457,-106.934,20.020,-74.707,0
143.197,-37.109,-89.844,31.738,-60.059,NaN
143.201,-31.250,-88.867,42.969,-59.570,0
143.215,-31.738,-106.934,41.504,-70.801,0
143.219,-38.086,-89.844,25.879,-76.172,0
143.223,-40.527,-79.102,21.973,-76.172,0
143.227,-41.504,-82.031,20.508,-71.289,0
143.231,-40.039,-97.168,26.367,-71.777,0
143.235,-41.992,-112.793,37.109,-72.754,NaN
143.238,-54.199,-111.328,21.973,-72.754,0
143.242,-60.059,-111.328,12.207,-76.172,0
143.246,-50.293,-107.422,23.438,-71.289,0
143.250,-47.852,-91.309,25.879,-74.707,NaN
143.254,-44.434,-78.613,20.996,-75.684,NaN
143.258,-42.480,-95.215,23.438,-71.289,NaN
143.252,-41.016,-107.422,28.320,-72.266,0
143.256,-51.270,-109.863,21.973,-75.195,0
143.260,-57.617,-112.793,14.160,-73.242,0
143.264,-39.551,-104.980,20.020,-57.617,NaN
143.268,-25.879,-95.215,18.555,-34.180,0
143.272,-49.316,-85.938,11.230,-64.941,0
143.275,-68.848,-81.055,19.043,-92.285,0
143.279,-81.543,-78.613,16.113,-96.191,0
143.283,-83.496,-95.703,-3.418,-91.797,NaN
143.287,-75.195,-109.863,-10.254,-83.496,0
143.291,-75.684,-120.117,9.766,-77.148,NaN
143.295,-77.637,-125.000,22.461,-80.078,NaN
143.291,-68.359,-105.957,17.578,-84.961,0
143.295,-55.176,-100.586,16.113,-70.312,0
143.299,-62.988,-106.934,15.137,-60.547,0
143.303,-62.988,-94.727,21.484,-61.035,NaN
143.307,-56.152,-88.379,19.531,-73.730,0
143.311,-53.711,-99.609,17.090,-73.242,0
143.314,-62.012,-101.074,13.184,-67.383,0
143.318,-66.895,-94.238,8.301,-65.918,0
143.322,-62.988,-95.215,5.371,-69.824,0
143.326,-58.594,-94.238,-6.836,-72.266,NaN
143.330,-62.988,-98.145,7.324,-64.453,0
143.334,-56.641,-114.746,14.160,-62.500,0
143.345,-50.293,-105.957,-2.441,-56.641,0
143.349,-46.875,-96.191,-6.348,-47.852,0
143.353,-39.551,-107.422,2.441,-52.246,0
143.357,-38.086,-83.496,17.090,-55.664,NaN
143.361,-42.480,-82.520,27.344,-62.988,0
143.365,-53.711,-96.191,16.602,-72.754,0
143.368,-50.293,-100.586,4.883,-69.824,0
143.372,-49.316,-100.098,5.371,-67.871,NaN
143.376,-56.152,-89.844,3.906,-68.359,0
143.380,-49.316,-102.539,3.906,-66.895,0
143.384,-44.434,-113.770,10.254,-55.664,NaN
143.388,-42.480,-99.121,8.789,-56.152,0
143.402,-41.504,-84.961,6.836,-66.895,0
143.406,-52.734,-93.750,12.695,-69.336,0
143.410,-60.547,-95.703,4.395,-62.500,NaN
143.414,-54.688,-91.797,-11.230,-59.570,0
143.418,-53.711,-108.887,-11.719,-67.383,0
143.422,-59.082,-102.539,6.348,-75.195,0
143.425,-51.270,-100.586,12.207,-77.637,0
143.429,-49.316,-114.746,19.531,-77.148,NaN
143.433,-59.570,-99.609,25.879,-67.871,0
143.437,-58.594,-87.402,9.766,-65.918,0
143.441,-45.898,-104.004,-3.906,-62.988,NaN
143.445,-43.457,-103.027,-8.789,-65.430,0
143.440,-52.246,-89.355,-7.812,-68.848,0
143.444,-51.270,-107.422,-3.418,-64.453,NaN
143.448,-49.805,-124.512,-1.953,-67.871,NaN
143.452,-53.711,-103.027,-10.742,-66.406,0
143.456,-49.805,-78.125,-20.996,-57.617,0
143.460,-52.734,-86.914,-3.906,-62.500,0
143.463,-54.688,-97.656,6.836,-69.336,0
143.467,-48.340,-98.633,5.371,-63.965,NaN
143.471,-48.340,-103.516,15.137,-62.012,0
143.475,-40.039,-96.680,21.973,-60.547,0
143.479,-44.922,-92.285,15.625,-47.363,0
143.483,-56.641,-100.098,2.441,-54.199,0
143.496,-57.129,-122.070,-2.441,-62.988,0
143.500,-49.316,-115.234,-11.230,-50.781,0
143.504,-43.945,-83.984,-21.484,-46.875,0
143.508,-52.246,-90.332,-17.578,-51.270,0
143.512,-54.688,-101.562,-12.207,-51.270,NaN
143.516,-55.664,-113.770,1.953,-56.152,0
143.519,-49.316,-130.371,4.395,-62.988,0
143.523,-42.969,-107.910,-0.977,-51.758,0
143.527,-50.293,-79.590,1.953,-49.316,0
143.531,-44.922,-85.449,-5.371,-63.477,NaN
143.535,-38.574,-92.285,-10.742,-53.711,NaN
143.539,-48.828,-99.121,-11.230,-47.852,NaN
143.534,-56.152,-114.746,-4.395,-50.293,0
143.538,-49.316,-114.258,1.953,-50.781,0
143.542,-61.523,-101.074,-13.672,-62.500,0
143.546,-65.918,-87.402,-13.184,-64.941,0
143.550,-59.570,-80.566,-18.555,-61.035,NaN
143.554,-65.918,-84.473,-31.250,-65.918,0
143.557,-66.895,-83.984,-12.695,-66.406,NaN
143.561,-66.406,-90.332,0.488,-57.129,0
143.565,-56.641,-96.680,3.906,-56.152,0
143.569,-56.152,-83.984,3.418,-61.035,NaN
143.573,-62.500,-71.777,-9.766,-57.617,NaN
143.577,-57.129,-78.613,-5.859,-66.406,NaN
143.571,-52.246,-95.215,1.465,-77.148,0
143.575,-59.570,-93.750,-0.488,-75.195,0
143.579,-57.617,-99.609,2.930,-65.918,0
143.583,-50.781,-102.539,-1.953,-55.176,NaN
143.587,-51.758,-83.496,-13.672,-54.688,0
143.591,-46.875,-81.055,-27.344,-58.594,0
143.594,-47.363,-77.637,-32.715,-65.430,0
143.598,-56.641,-75.684,-22.461,-71.289,0
143.602,-58.105,-80.078,-11.719,-68.848,NaN
143.606,-55.664,-83.008,-4.395,-73.730,0
143.610,-59.082,-80.566,-0.488,-78.613,0
143.614,-65.918,-83.008,7.324,-75.684,0
143.628,-71.289,-89.844,9.277,-79.102,0
143.632,-68.359,-87.891,-4.395,-74.219,0
143.636,-53.711,-96.191,-11.230,-64.453,NaN
143.640,-43.945,-77.637,-12.207,-69.824,0
143.644,-55.664,-65.430,-11.230,-73.730,0
143.648,-68.359,-75.684,-8.789,-88.379,0
143.651,-67.383,-80.078,-4.883,-93.262,0
143.655,-55.664,-79.102,-16.113,-81.055,0
143.659,-50.293,-79.102,-24.414,-80.566,NaN
143.663,-47.852,-90.332,-16.602,-80.078,0
143.667,-49.805,-92.285,-18.555,-66.406,0
143.671,-56.152,-95.703,-10.742,-60.059,NaN
143.665,-64.453,-104.492,-8.301,-63.965,NaN
143.669,-72.266,-111.328,-13.672,-58.594,NaN
143.673,-62.988,-107.910,2.930,-52.246,0
143.677,-52.246,-74.219,-6.836,-49.805,0
143.681,-57.129,-58.105,-23.438,-60.059,0
